zipcode,zone,trange,zonetitle
02651,7b,5 to 10,7b: 5 to 10
02652,7b,5 to 10,7b: 5 to 10
02653,7b,5 to 10,7b: 5 to 10
02655,7a,0 to 5,7a: 0 to 5
02657,7b,5 to 10,7b: 5 to 10
02659,7b,5 to 10,7b: 5 to 10
02660,7a,0 to 5,7a: 0 to 5
02661,7b,5 to 10,7b: 5 to 10
02662,7b,5 to 10,7b: 5 to 10
02663,7b,5 to 10,7b: 5 to 10
02664,7a,0 to 5,7a: 0 to 5
02666,7b,5 to 10,7b: 5 to 10
02667,7b,5 to 10,7b: 5 to 10
02668,7a,0 to 5,7a: 0 to 5
02669,7b,5 to 10,7b: 5 to 10
02670,7b,5 to 10,7b: 5 to 10
02671,7b,5 to 10,7b: 5 to 10
02672,7a,0 to 5,7a: 0 to 5
02673,7a,0 to 5,7a: 0 to 5
02675,7a,0 to 5,7a: 0 to 5
02702,7a,0 to 5,7a: 0 to 5
02703,6b,-5 to 0,6b: -5 to 0
02712,6b,-5 to 0,6b: -5 to 0
02713,7b,5 to 10,7b: 5 to 10
02714,7a,0 to 5,7a: 0 to 5
02715,7a,0 to 5,7a: 0 to 5
02717,7a,0 to 5,7a: 0 to 5
02718,6b,-5 to 0,6b: -5 to 0
02719,7a,0 to 5,7a: 0 to 5
02720,7a,0 to 5,7a: 0 to 5
02721,7a,0 to 5,7a: 0 to 5
02722,7a,0 to 5,7a: 0 to 5
02723,7a,0 to 5,7a: 0 to 5
02724,7a,0 to 5,7a: 0 to 5
02725,7a,0 to 5,7a: 0 to 5
02726,7a,0 to 5,7a: 0 to 5
02738,7a,0 to 5,7a: 0 to 5
02739,7a,0 to 5,7a: 0 to 5
02740,7a,0 to 5,7a: 0 to 5
02741,7a,0 to 5,7a: 0 to 5
02742,7a,0 to 5,7a: 0 to 5
02743,7a,0 to 5,7a: 0 to 5
02744,7a,0 to 5,7a: 0 to 5
02745,7a,0 to 5,7a: 0 to 5
02746,7a,0 to 5,7a: 0 to 5
02747,7a,0 to 5,7a: 0 to 5
02748,7a,0 to 5,7a: 0 to 5
02760,6b,-5 to 0,6b: -5 to 0
02761,6b,-5 to 0,6b: -5 to 0
02762,6b,-5 to 0,6b: -5 to 0
02763,6b,-5 to 0,6b: -5 to 0
02764,6b,-5 to 0,6b: -5 to 0
02766,6b,-5 to 0,6b: -5 to 0
02767,6b,-5 to 0,6b: -5 to 0
02768,6b,-5 to 0,6b: -5 to 0
02769,7a,0 to 5,7a: 0 to 5
02770,7a,0 to 5,7a: 0 to 5
02771,7a,0 to 5,7a: 0 to 5
02777,7a,0 to 5,7a: 0 to 5
02779,6b,-5 to 0,6b: -5 to 0
02780,6b,-5 to 0,6b: -5 to 0
02790,7a,0 to 5,7a: 0 to 5
02791,7a,0 to 5,7a: 0 to 5
02801,7a,0 to 5,7a: 0 to 5
02804,6b,-5 to 0,6b: -5 to 0
02806,7a,0 to 5,7a: 0 to 5
02807,7b,5 to 10,7b: 5 to 10
02808,7a,0 to 5,7a: 0 to 5
02809,7a,0 to 5,7a: 0 to 5
02812,6b,-5 to 0,6b: -5 to 0
02813,7a,0 to 5,7a: 0 to 5
02814,6b,-5 to 0,6b: -5 to 0
02815,6b,-5 to 0,6b: -5 to 0
02816,6b,-5 to 0,6b: -5 to 0
02817,6b,-5 to 0,6b: -5 to 0
02818,7a,0 to 5,7a: 0 to 5
02822,6b,-5 to 0,6b: -5 to 0
02823,6b,-5 to 0,6b: -5 to 0
02824,6b,-5 to 0,6b: -5 to 0
02825,6b,-5 to 0,6b: -5 to 0
02826,6b,-5 to 0,6b: -5 to 0
02827,6b,-5 to 0,6b: -5 to 0
02828,6b,-5 to 0,6b: -5 to 0
02829,6b,-5 to 0,6b: -5 to 0
02830,6b,-5 to 0,6b: -5 to 0
02831,6b,-5 to 0,6b: -5 to 0
02832,6b,-5 to 0,6b: -5 to 0
02833,6b,-5 to 0,6b: -5 to 0
02835,7a,0 to 5,7a: 0 to 5
02836,7a,0 to 5,7a: 0 to 5
02837,7a,0 to 5,7a: 0 to 5
02838,6b,-5 to 0,6b: -5 to 0
02839,6b,-5 to 0,6b: -5 to 0
02840,7a,0 to 5,7a: 0 to 5
02841,7a,0 to 5,7a: 0 to 5
02842,7a,0 to 5,7a: 0 to 5
02852,7a,0 to 5,7a: 0 to 5
02857,6b,-5 to 0,6b: -5 to 0
02858,6b,-5 to 0,6b: -5 to 0
02859,6b,-5 to 0,6b: -5 to 0
02860,7a,0 to 5,7a: 0 to 5
02861,7a,0 to 5,7a: 0 to 5
02862,7a,0 to 5,7a: 0 to 5
02863,7a,0 to 5,7a: 0 to 5
02864,6b,-5 to 0,6b: -5 to 0
02865,6b,-5 to 0,6b: -5 to 0
02871,7a,0 to 5,7a: 0 to 5
02872,7a,0 to 5,7a: 0 to 5
02873,6b,-5 to 0,6b: -5 to 0
02874,7a,0 to 5,7a: 0 to 5
02875,6b,-5 to 0,6b: -5 to 0
02876,6b,-5 to 0,6b: -5 to 0
02878,7a,0 to 5,7a: 0 to 5
02879,7a,0 to 5,7a: 0 to 5
02880,7a,0 to 5,7a: 0 to 5
02881,6b,-5 to 0,6b: -5 to 0
02882,7a,0 to 5,7a: 0 to 5
02883,7a,0 to 5,7a: 0 to 5
02885,7a,0 to 5,7a: 0 to 5
02886,7a,0 to 5,7a: 0 to 5
02887,7a,0 to 5,7a: 0 to 5
02888,7a,0 to 5,7a: 0 to 5
02889,7a,0 to 5,7a: 0 to 5
02891,7a,0 to 5,7a: 0 to 5
02892,6b,-5 to 0,6b: -5 to 0
02893,6b,-5 to 0,6b: -5 to 0
02894,6b,-5 to 0,6b: -5 to 0
02895,6b,-5 to 0,6b: -5 to 0
02896,6b,-5 to 0,6b: -5 to 0
02898,6b,-5 to 0,6b: -5 to 0
02901,7a,0 to 5,7a: 0 to 5
02902,7a,0 to 5,7a: 0 to 5
02903,7a,0 to 5,7a: 0 to 5
02904,6b,-5 to 0,6b: -5 to 0
02905,7a,0 to 5,7a: 0 to 5
02906,7a,0 to 5,7a: 0 to 5
02907,7a,0 to 5,7a: 0 to 5
02908,7a,0 to 5,7a: 0 to 5
02909,7a,0 to 5,7a: 0 to 5
02910,7a,0 to 5,7a: 0 to 5
02911,6b,-5 to 0,6b: -5 to 0
02912,7a,0 to 5,7a: 0 to 5
02914,7a,0 to 5,7a: 0 to 5
02915,7a,0 to 5,7a: 0 to 5
02916,7a,0 to 5,7a: 0 to 5
02917,6b,-5 to 0,6b: -5 to 0
02918,7a,0 to 5,7a: 0 to 5
02919,6b,-5 to 0,6b: -5 to 0
02920,7a,0 to 5,7a: 0 to 5
02921,6b,-5 to 0,6b: -5 to 0
02940,7a,0 to 5,7a: 0 to 5
03031,6a,-10 to -5,6a: -10 to -5
03032,6a,-10 to -5,6a: -10 to -5
03033,6a,-10 to -5,6a: -10 to -5
03034,6a,-10 to -5,6a: -10 to -5
03036,6a,-10 to -5,6a: -10 to -5
03037,6a,-10 to -5,6a: -10 to -5
03038,6a,-10 to -5,6a: -10 to -5
03040,6a,-10 to -5,6a: -10 to -5
03041,6a,-10 to -5,6a: -10 to -5
03042,6a,-10 to -5,6a: -10 to -5
03043,6a,-10 to -5,6a: -10 to -5
03044,6a,-10 to -5,6a: -10 to -5
03045,6a,-10 to -5,6a: -10 to -5
03046,6a,-10 to -5,6a: -10 to -5
03047,6a,-10 to -5,6a: -10 to -5
03048,6a,-10 to -5,6a: -10 to -5
03049,6a,-10 to -5,6a: -10 to -5
03051,6a,-10 to -5,6a: -10 to -5
03052,6a,-10 to -5,6a: -10 to -5
03053,6a,-10 to -5,6a: -10 to -5
03054,6a,-10 to -5,6a: -10 to -5
03055,6a,-10 to -5,6a: -10 to -5
03057,6a,-10 to -5,6a: -10 to -5
03060,6a,-10 to -5,6a: -10 to -5
03061,6a,-10 to -5,6a: -10 to -5
03062,6a,-10 to -5,6a: -10 to -5
03063,6a,-10 to -5,6a: -10 to -5
03064,6a,-10 to -5,6a: -10 to -5
03070,6a,-10 to -5,6a: -10 to -5
03071,6a,-10 to -5,6a: -10 to -5
03073,6a,-10 to -5,6a: -10 to -5
03076,6a,-10 to -5,6a: -10 to -5
03077,6a,-10 to -5,6a: -10 to -5
03079,6a,-10 to -5,6a: -10 to -5
03082,6a,-10 to -5,6a: -10 to -5
03084,6a,-10 to -5,6a: -10 to -5
03086,6a,-10 to -5,6a: -10 to -5
03087,6a,-10 to -5,6a: -10 to -5
03101,6a,-10 to -5,6a: -10 to -5
03102,6a,-10 to -5,6a: -10 to -5
03103,6a,-10 to -5,6a: -10 to -5
03104,6a,-10 to -5,6a: -10 to -5
03105,6a,-10 to -5,6a: -10 to -5
03106,6a,-10 to -5,6a: -10 to -5
03108,6a,-10 to -5,6a: -10 to -5
03109,6a,-10 to -5,6a: -10 to -5
03110,6a,-10 to -5,6a: -10 to -5
03111,6a,-10 to -5,6a: -10 to -5
03215,5a,-20 to -15,5a: -20 to -15
03216,5b,-15 to -10,5b: -15 to -10
03217,5b,-15 to -10,5b: -15 to -10
03218,5b,-15 to -10,5b: -15 to -10
03220,5b,-15 to -10,5b: -15 to -10
03221,5b,-15 to -10,5b: -15 to -10
03222,5b,-15 to -10,5b: -15 to -10
03223,5a,-20 to -15,5a: -20 to -15
03224,5b,-15 to -10,5b: -15 to -10
03225,5b,-15 to -10,5b: -15 to -10
03226,5b,-15 to -10,5b: -15 to -10
03227,5b,-15 to -10,5b: -15 to -10
03229,5b,-15 to -10,5b: -15 to -10
03230,5a,-20 to -15,5a: -20 to -15
03231,5b,-15 to -10,5b: -15 to -10
03233,5b,-15 to -10,5b: -15 to -10
03234,5b,-15 to -10,5b: -15 to -10
03235,5b,-15 to -10,5b: -15 to -10
03237,5b,-15 to -10,5b: -15 to -10
03238,5a,-20 to -15,5a: -20 to -15
03240,5a,-20 to -15,5a: -20 to -15
03241,5b,-15 to -10,5b: -15 to -10
03242,5b,-15 to -10,5b: -15 to -10
03243,5b,-15 to -10,5b: -15 to -10
03244,6a,-10 to -5,6a: -10 to -5
03245,5b,-15 to -10,5b: -15 to -10
03246,5b,-15 to -10,5b: -15 to -10
03247,6a,-10 to -5,6a: -10 to -5
03249,5b,-15 to -10,5b: -15 to -10
03251,5a,-20 to -15,5a: -20 to -15
03252,5b,-15 to -10,5b: -15 to -10
03253,5b,-15 to -10,5b: -15 to -10
03254,5b,-15 to -10,5b: -15 to -10
03255,5b,-15 to -10,5b: -15 to -10
03256,5b,-15 to -10,5b: -15 to -10
03257,5b,-15 to -10,5b: -15 to -10
03258,5b,-15 to -10,5b: -15 to -10
03259,5a,-20 to -15,5a: -20 to -15
03260,5b,-15 to -10,5b: -15 to -10
03261,6a,-10 to -5,6a: -10 to -5
03262,5a,-20 to -15,5a: -20 to -15
03263,5b,-15 to -10,5b: -15 to -10
03264,5b,-15 to -10,5b: -15 to -10
03266,5a,-20 to -15,5a: -20 to -15
03268,5b,-15 to -10,5b: -15 to -10
03269,5b,-15 to -10,5b: -15 to -10
03272,5b,-15 to -10,5b: -15 to -10
03273,5b,-15 to -10,5b: -15 to -10
03275,6a,-10 to -5,6a: -10 to -5
03276,5b,-15 to -10,5b: -15 to -10
03278,5b,-15 to -10,5b: -15 to -10
03279,5a,-20 to -15,5a: -20 to -15
03280,6a,-10 to -5,6a: -10 to -5
03281,6a,-10 to -5,6a: -10 to -5
03282,5a,-20 to -15,5a: -20 to -15
03284,5b,-15 to -10,5b: -15 to -10
03285,5a,-20 to -15,5a: -20 to -15
03287,5b,-15 to -10,5b: -15 to -10
03289,5b,-15 to -10,5b: -15 to -10
03290,6a,-10 to -5,6a: -10 to -5
03291,6a,-10 to -5,6a: -10 to -5
03293,5b,-15 to -10,5b: -15 to -10
03298,5b,-15 to -10,5b: -15 to -10
03299,5b,-15 to -10,5b: -15 to -10
03301,5b,-15 to -10,5b: -15 to -10
03302,5b,-15 to -10,5b: -15 to -10
03303,5b,-15 to -10,5b: -15 to -10
03304,6a,-10 to -5,6a: -10 to -5
03305,5b,-15 to -10,5b: -15 to -10
03307,5b,-15 to -10,5b: -15 to -10
03431,5b,-15 to -10,5b: -15 to -10
03435,5b,-15 to -10,5b: -15 to -10
03440,6a,-10 to -5,6a: -10 to -5
03441,5b,-15 to -10,5b: -15 to -10
03442,5b,-15 to -10,5b: -15 to -10
03443,6a,-10 to -5,6a: -10 to -5
03444,6a,-10 to -5,6a: -10 to -5
03445,6a,-10 to -5,6a: -10 to -5
03446,5b,-15 to -10,5b: -15 to -10
03447,6a,-10 to -5,6a: -10 to -5
03448,6a,-10 to -5,6a: -10 to -5
03449,6a,-10 to -5,6a: -10 to -5
03450,6a,-10 to -5,6a: -10 to -5
03451,5b,-15 to -10,5b: -15 to -10
03452,6a,-10 to -5,6a: -10 to -5
03455,6a,-10 to -5,6a: -10 to -5
03456,6a,-10 to -5,6a: -10 to -5
03457,6a,-10 to -5,6a: -10 to -5
03458,6a,-10 to -5,6a: -10 to -5
03461,5b,-15 to -10,5b: -15 to -10
03462,6a,-10 to -5,6a: -10 to -5
03464,6a,-10 to -5,6a: -10 to -5
03465,6a,-10 to -5,6a: -10 to -5
03466,5b,-15 to -10,5b: -15 to -10
03467,5b,-15 to -10,5b: -15 to -10
03468,5b,-15 to -10,5b: -15 to -10
03469,5b,-15 to -10,5b: -15 to -10
03470,6a,-10 to -5,6a: -10 to -5
03561,4b,-25 to -20,4b: -25 to -20
03570,4b,-25 to -20,4b: -25 to -20
03574,5a,-20 to -15,5a: -20 to -15
03575,5a,-20 to -15,5a: -20 to -15
03576,4a,-30 to -25,4a: -30 to -25
03579,4b,-25 to -20,4b: -25 to -20
03580,5a,-20 to -15,5a: -20 to -15
03581,5a,-20 to -15,5a: -20 to -15
03582,4b,-25 to -20,4b: -25 to -20
03583,4b,-25 to -20,4b: -25 to -20
03584,4b,-25 to -20,4b: -25 to -20
03585,5a,-20 to -15,5a: -20 to -15
03586,5a,-20 to -15,5a: -20 to -15
03588,4b,-25 to -20,4b: -25 to -20
03589,4a,-30 to -25,4a: -30 to -25
03590,4a,-30 to -25,4a: -30 to -25
03592,4a,-30 to -25,4a: -30 to -25
03593,5a,-20 to -15,5a: -20 to -15
03595,4b,-25 to -20,4b: -25 to -20
03597,4a,-30 to -25,4a: -30 to -25
03598,4b,-25 to -20,4b: -25 to -20
03601,6a,-10 to -5,6a: -10 to -5
03602,6a,-10 to -5,6a: -10 to -5
03603,5b,-15 to -10,5b: -15 to -10
03604,5b,-15 to -10,5b: -15 to -10
03605,6a,-10 to -5,6a: -10 to -5
03607,5b,-15 to -10,5b: -15 to -10
03608,5b,-15 to -10,5b: -15 to -10
03609,5b,-15 to -10,5b: -15 to -10
03740,5a,-20 to -15,5a: -20 to -15
03741,5a,-20 to -15,5a: -20 to -15
03743,5b,-15 to -10,5b: -15 to -10
03745,5b,-15 to -10,5b: -15 to -10
03746,5a,-20 to -15,5a: -20 to -15
03748,5a,-20 to -15,5a: -20 to -15
03749,5a,-20 to -15,5a: -20 to -15
03750,5a,-20 to -15,5a: -20 to -15
03751,5b,-15 to -10,5b: -15 to -10
03752,6a,-10 to -5,6a: -10 to -5
03753,5a,-20 to -15,5a: -20 to -15
03754,5a,-20 to -15,5a: -20 to -15
03755,5a,-20 to -15,5a: -20 to -15
03765,5a,-20 to -15,5a: -20 to -15
03766,5a,-20 to -15,5a: -20 to -15
03768,5a,-20 to -15,5a: -20 to -15
03769,5a,-20 to -15,5a: -20 to -15
03770,5a,-20 to -15,5a: -20 to -15
03771,4b,-25 to -20,4b: -25 to -20
03773,5a,-20 to -15,5a: -20 to -15
03774,5a,-20 to -15,5a: -20 to -15
03777,5a,-20 to -15,5a: -20 to -15
03779,5a,-20 to -15,5a: -20 to -15
03780,5a,-20 to -15,5a: -20 to -15
03781,5a,-20 to -15,5a: -20 to -15
03782,5b,-15 to -10,5b: -15 to -10
03784,5a,-20 to -15,5a: -20 to -15
03785,5a,-20 to -15,5a: -20 to -15
03801,6a,-10 to -5,6a: -10 to -5
03802,6a,-10 to -5,6a: -10 to -5
03803,6a,-10 to -5,6a: -10 to -5
03804,6a,-10 to -5,6a: -10 to -5
03809,5b,-15 to -10,5b: -15 to -10
03810,5b,-15 to -10,5b: -15 to -10
03811,6a,-10 to -5,6a: -10 to -5
03812,5a,-20 to -15,5a: -20 to -15
03813,5a,-20 to -15,5a: -20 to -15
03814,5a,-20 to -15,5a: -20 to -15
03815,6a,-10 to -5,6a: -10 to -5
03816,5b,-15 to -10,5b: -15 to -10
03817,5a,-20 to -15,5a: -20 to -15
03818,5a,-20 to -15,5a: -20 to -15
03819,6a,-10 to -5,6a: -10 to -5
03820,6a,-10 to -5,6a: -10 to -5
03821,6a,-10 to -5,6a: -10 to -5
03822,6a,-10 to -5,6a: -10 to -5
03823,6a,-10 to -5,6a: -10 to -5
03824,6a,-10 to -5,6a: -10 to -5
03825,6a,-10 to -5,6a: -10 to -5
03826,6a,-10 to -5,6a: -10 to -5
03827,6a,-10 to -5,6a: -10 to -5
03830,5b,-15 to -10,5b: -15 to -10
03832,5a,-20 to -15,5a: -20 to -15
03833,6a,-10 to -5,6a: -10 to -5
03835,6a,-10 to -5,6a: -10 to -5
03836,5a,-20 to -15,5a: -20 to -15
03837,5b,-15 to -10,5b: -15 to -10
03838,5a,-20 to -15,5a: -20 to -15
03839,6a,-10 to -5,6a: -10 to -5
03840,6a,-10 to -5,6a: -10 to -5
03841,6a,-10 to -5,6a: -10 to -5
03842,6a,-10 to -5,6a: -10 to -5
03843,6a,-10 to -5,6a: -10 to -5
03844,6b,-5 to 0,6b: -5 to 0
03845,5a,-20 to -15,5a: -20 to -15
03846,5a,-20 to -15,5a: -20 to -15
03847,5b,-15 to -10,5b: -15 to -10
03848,6a,-10 to -5,6a: -10 to -5
03849,5a,-20 to -15,5a: -20 to -15
03850,5b,-15 to -10,5b: -15 to -10
03851,5b,-15 to -10,5b: -15 to -10
03852,5b,-15 to -10,5b: -15 to -10
03853,5b,-15 to -10,5b: -15 to -10
03854,6a,-10 to -5,6a: -10 to -5
03855,5b,-15 to -10,5b: -15 to -10
03856,6a,-10 to -5,6a: -10 to -5
03857,6a,-10 to -5,6a: -10 to -5
03858,6a,-10 to -5,6a: -10 to -5
03859,6a,-10 to -5,6a: -10 to -5
03860,5a,-20 to -15,5a: -20 to -15
03861,6a,-10 to -5,6a: -10 to -5
03862,6a,-10 to -5,6a: -10 to -5
03864,5b,-15 to -10,5b: -15 to -10
03865,6a,-10 to -5,6a: -10 to -5
03866,6a,-10 to -5,6a: -10 to -5
03867,6a,-10 to -5,6a: -10 to -5
03868,6a,-10 to -5,6a: -10 to -5
03869,6a,-10 to -5,6a: -10 to -5
03870,6a,-10 to -5,6a: -10 to -5
03871,6a,-10 to -5,6a: -10 to -5
03872,5b,-15 to -10,5b: -15 to -10
03873,6a,-10 to -5,6a: -10 to -5
03874,6b,-5 to 0,6b: -5 to 0
03875,5a,-20 to -15,5a: -20 to -15
03878,6a,-10 to -5,6a: -10 to -5
03882,5a,-20 to -15,5a: -20 to -15
03883,5a,-20 to -15,5a: -20 to -15
03884,6a,-10 to -5,6a: -10 to -5
03885,6a,-10 to -5,6a: -10 to -5
03886,5a,-20 to -15,5a: -20 to -15
03887,5b,-15 to -10,5b: -15 to -10
03890,5a,-20 to -15,5a: -20 to -15
03894,5b,-15 to -10,5b: -15 to -10
03896,5b,-15 to -10,5b: -15 to -10
03897,5a,-20 to -15,5a: -20 to -15
03901,6a,-10 to -5,6a: -10 to -5
03902,6a,-10 to -5,6a: -10 to -5
03903,6a,-10 to -5,6a: -10 to -5
03904,6a,-10 to -5,6a: -10 to -5
03905,6b,-5 to 0,6b: -5 to 0
03906,5b,-15 to -10,5b: -15 to -10
03907,6a,-10 to -5,6a: -10 to -5
03908,6a,-10 to -5,6a: -10 to -5
03909,6a,-10 to -5,6a: -10 to -5
03910,6a,-10 to -5,6a: -10 to -5
03911,6a,-10 to -5,6a: -10 to -5
04001,5b,-15 to -10,5b: -15 to -10
04002,5b,-15 to -10,5b: -15 to -10
04003,6a,-10 to -5,6a: -10 to -5
04004,5b,-15 to -10,5b: -15 to -10
04005,5b,-15 to -10,5b: -15 to -10
04007,5b,-15 to -10,5b: -15 to -10
04008,5b,-15 to -10,5b: -15 to -10
04009,5a,-20 to -15,5a: -20 to -15
04010,5a,-20 to -15,5a: -20 to -15
04011,5b,-15 to -10,5b: -15 to -10
04014,6a,-10 to -5,6a: -10 to -5
04015,5b,-15 to -10,5b: -15 to -10
04016,5a,-20 to -15,5a: -20 to -15
04017,6a,-10 to -5,6a: -10 to -5
04019,6a,-10 to -5,6a: -10 to -5
04020,5a,-20 to -15,5a: -20 to -15
04021,5b,-15 to -10,5b: -15 to -10
04022,5a,-20 to -15,5a: -20 to -15
04024,5a,-20 to -15,5a: -20 to -15
04027,5b,-15 to -10,5b: -15 to -10
04028,5a,-20 to -15,5a: -20 to -15
04029,5a,-20 to -15,5a: -20 to -15
04030,5b,-15 to -10,5b: -15 to -10
04032,6a,-10 to -5,6a: -10 to -5
04033,6a,-10 to -5,6a: -10 to -5
04034,6a,-10 to -5,6a: -10 to -5
04037,5a,-20 to -15,5a: -20 to -15
04038,5b,-15 to -10,5b: -15 to -10
04039,5b,-15 to -10,5b: -15 to -10
04040,5a,-20 to -15,5a: -20 to -15
04041,5a,-20 to -15,5a: -20 to -15
04042,5b,-15 to -10,5b: -15 to -10
04043,5b,-15 to -10,5b: -15 to -10
04046,6a,-10 to -5,6a: -10 to -5
04047,5b,-15 to -10,5b: -15 to -10
04048,5a,-20 to -15,5a: -20 to -15
04049,5a,-20 to -15,5a: -20 to -15
04050,6a,-10 to -5,6a: -10 to -5
04051,5a,-20 to -15,5a: -20 to -15
04054,6a,-10 to -5,6a: -10 to -5
04055,5a,-20 to -15,5a: -20 to -15
04056,5b,-15 to -10,5b: -15 to -10
04057,5a,-20 to -15,5a: -20 to -15
04061,5a,-20 to -15,5a: -20 to -15
04062,5b,-15 to -10,5b: -15 to -10
04063,6a,-10 to -5,6a: -10 to -5
04064,6a,-10 to -5,6a: -10 to -5
04066,6a,-10 to -5,6a: -10 to -5
04068,5a,-20 to -15,5a: -20 to -15
04069,5b,-15 to -10,5b: -15 to -10
04070,6a,-10 to -5,6a: -10 to -5
04071,5b,-15 to -10,5b: -15 to -10
04072,5b,-15 to -10,5b: -15 to -10
04073,5b,-15 to -10,5b: -15 to -10
04074,6a,-10 to -5,6a: -10 to -5
04076,5b,-15 to -10,5b: -15 to -10
04077,5b,-15 to -10,5b: -15 to -10
04078,6a,-10 to -5,6a: -10 to -5
04079,6a,-10 to -5,6a: -10 to -5
04082,5b,-15 to -10,5b: -15 to -10
04083,5b,-15 to -10,5b: -15 to -10
04084,5b,-15 to -10,5b: -15 to -10
04085,5a,-20 to -15,5a: -20 to -15
04086,5b,-15 to -10,5b: -15 to -10
04087,5b,-15 to -10,5b: -15 to -10
04088,5a,-20 to -15,5a: -20 to -15
04090,6a,-10 to -5,6a: -10 to -5
04091,5a,-20 to -15,5a: -20 to -15
04092,5b,-15 to -10,5b: -15 to -10
04093,5b,-15 to -10,5b: -15 to -10
04094,5b,-15 to -10,5b: -15 to -10
04095,5b,-15 to -10,5b: -15 to -10
04096,6a,-10 to -5,6a: -10 to -5
04097,6a,-10 to -5,6a: -10 to -5
04098,5b,-15 to -10,5b: -15 to -10
04101,6a,-10 to -5,6a: -10 to -5
04102,6a,-10 to -5,6a: -10 to -5
04103,6a,-10 to -5,6a: -10 to -5
04104,6a,-10 to -5,6a: -10 to -5
04105,6a,-10 to -5,6a: -10 to -5
04106,6a,-10 to -5,6a: -10 to -5
04107,6a,-10 to -5,6a: -10 to -5
04108,6a,-10 to -5,6a: -10 to -5
04109,6a,-10 to -5,6a: -10 to -5
04110,6a,-10 to -5,6a: -10 to -5
04112,6a,-10 to -5,6a: -10 to -5
04116,6a,-10 to -5,6a: -10 to -5
04122,6a,-10 to -5,6a: -10 to -5
04123,6a,-10 to -5,6a: -10 to -5
04124,6a,-10 to -5,6a: -10 to -5
04210,5b,-15 to -10,5b: -15 to -10
04211,5b,-15 to -10,5b: -15 to -10
04212,5b,-15 to -10,5b: -15 to -10
04216,4b,-25 to -20,4b: -25 to -20
04217,5a,-20 to -15,5a: -20 to -15
04219,5a,-20 to -15,5a: -20 to -15
04220,5b,-15 to -10,5b: -15 to -10
04221,5a,-20 to -15,5a: -20 to -15
04222,5b,-15 to -10,5b: -15 to -10
04223,5b,-15 to -10,5b: -15 to -10
04224,5a,-20 to -15,5a: -20 to -15
04225,4b,-25 to -20,4b: -25 to -20
04226,5a,-20 to -15,5a: -20 to -15
04227,5a,-20 to -15,5a: -20 to -15
04228,5b,-15 to -10,5b: -15 to -10
04230,5b,-15 to -10,5b: -15 to -10
04231,5a,-20 to -15,5a: -20 to -15
04234,5a,-20 to -15,5a: -20 to -15
04236,5b,-15 to -10,5b: -15 to -10
04237,5a,-20 to -15,5a: -20 to -15
04238,5b,-15 to -10,5b: -15 to -10
04239,5a,-20 to -15,5a: -20 to -15
04240,5b,-15 to -10,5b: -15 to -10
04241,5b,-15 to -10,5b: -15 to -10
04243,5b,-15 to -10,5b: -15 to -10
04250,5b,-15 to -10,5b: -15 to -10
04252,5b,-15 to -10,5b: -15 to -10
04253,5b,-15 to -10,5b: -15 to -10
04254,5b,-15 to -10,5b: -15 to -10
04255,5a,-20 to -15,5a: -20 to -15
04256,5b,-15 to -10,5b: -15 to -10
04257,5a,-20 to -15,5a: -20 to -15
04258,5b,-15 to -10,5b: -15 to -10
04259,5b,-15 to -10,5b: -15 to -10
04260,5b,-15 to -10,5b: -15 to -10
04261,5a,-20 to -15,5a: -20 to -15
04262,5a,-20 to -15,5a: -20 to -15
04263,5b,-15 to -10,5b: -15 to -10
04265,5b,-15 to -10,5b: -15 to -10
04266,5b,-15 to -10,5b: -15 to -10
04267,5a,-20 to -15,5a: -20 to -15
04268,5a,-20 to -15,5a: -20 to -15
04270,5b,-15 to -10,5b: -15 to -10
04274,5b,-15 to -10,5b: -15 to -10
04275,5a,-20 to -15,5a: -20 to -15
04276,5a,-20 to -15,5a: -20 to -15
04280,5b,-15 to -10,5b: -15 to -10
04281,5b,-15 to -10,5b: -15 to -10
04282,5b,-15 to -10,5b: -15 to -10
04284,5b,-15 to -10,5b: -15 to -10
04285,5a,-20 to -15,5a: -20 to -15
04286,5a,-20 to -15,5a: -20 to -15
04287,5b,-15 to -10,5b: -15 to -10
04288,5b,-15 to -10,5b: -15 to -10
04289,5a,-20 to -15,5a: -20 to -15
04290,5a,-20 to -15,5a: -20 to -15
04291,5b,-15 to -10,5b: -15 to -10
04292,5a,-20 to -15,5a: -20 to -15
04294,5a,-20 to -15,5a: -20 to -15
04330,5b,-15 to -10,5b: -15 to -10
04332,5b,-15 to -10,5b: -15 to -10
04333,5b,-15 to -10,5b: -15 to -10
04336,5b,-15 to -10,5b: -15 to -10
04338,5b,-15 to -10,5b: -15 to -10
04342,5b,-15 to -10,5b: -15 to -10
04343,5b,-15 to -10,5b: -15 to -10
04344,5b,-15 to -10,5b: -15 to -10
04345,5b,-15 to -10,5b: -15 to -10
04346,5b,-15 to -10,5b: -15 to -10
04347,5b,-15 to -10,5b: -15 to -10
04348,5b,-15 to -10,5b: -15 to -10
04349,5b,-15 to -10,5b: -15 to -10
04350,5b,-15 to -10,5b: -15 to -10
04351,5b,-15 to -10,5b: -15 to -10
04352,5b,-15 to -10,5b: -15 to -10
04353,5b,-15 to -10,5b: -15 to -10
04354,5b,-15 to -10,5b: -15 to -10
04355,5b,-15 to -10,5b: -15 to -10
04357,5b,-15 to -10,5b: -15 to -10
04358,5b,-15 to -10,5b: -15 to -10
