Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other Uses,Link
Actaea rubra,Red Baneberry,Perennial,0.5,3-7,,LMH,FS,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Actaea rubra
Actaea spicata,"Herb Christopher, Baneberry",Perennial,0.5,4-8,,LMH,FS,M,0,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Actaea spicata
Actinea acaulis arizonica,,,0.0,-,,LMH,SN,M,0,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinea acaulis arizonica
Actinidia arguta,Tara Vine,Climber,15.0,4-8,,LMH,SN,M,5,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia arguta
Actinidia arguta cordifolia,,Climber,7.0,-,,LMH,SN,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia arguta cordifolia
Actinidia arguta rufa,,Climber,7.0,-,,LMH,SN,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia arguta rufa
Actinidia arisanensis,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia arisanensis
Actinidia asymmetrica,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia asymmetrica
Actinidia callosa,,Climber,9.0,6-9,,LMH,SN,M,3,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia callosa
Actinidia callosa formosana,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia callosa formosana
Actinidia callosa henryi,,Climber,7.0,7-10,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia callosa henryi
Actinidia callosa indochinensis,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia callosa indochinensis
Actinidia callosa pubescens,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia callosa pubescens
Actinidia chinensis,Kiwi,Climber,7.5,6-9,,LMH,SN,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia chinensis
Actinidia coriacea,,Climber,8.0,5-9,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia coriacea
Actinidia deliciosa,Kiwi Fruit,Climber,9.0,6-9,M,LMH,SN,M,5,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia deliciosa
Actinidia eriantha,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia eriantha
Actinidia fortunatii,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia fortunatii
Actinidia fulvicoma,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia fulvicoma
Actinidia giraldii,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia giraldii
Actinidia glabra,,Climber,13.5,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia glabra
Actinidia hemsleyana,,Climber,9.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia hemsleyana
Actinidia henryi,,Climber,15.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia henryi
Actinidia holotricha,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia holotricha
Actinidia hypoleuca,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia hypoleuca
Actinidia kiusiana,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia kiusiana
Actinidia kolomikta,Kiwi,Climber,10.0,3-8,M,LMH,SN,M,4,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia kolomikta
Actinidia kolomikta gagnepainii,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia kolomikta gagnepainii
Actinidia kwangsiensis,,Climber,3.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia kwangsiensis
Actinidia lanceolata,,Climber,20.0,5-9,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia lanceolata
Actinidia latifolia,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia latifolia
Actinidia longicauda,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia longicauda
Actinidia maloides,,Climber,6.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia maloides
Actinidia melanandra,Red Kiwi,Climber,7.0,5-9,,LMH,SN,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia melanandra
Actinidia melliana,,Climber,9.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia melliana
Actinidia petelotii,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia petelotii
Actinidia pilosula,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia pilosula
Actinidia polygama,Silver Vine,Climber,6.0,4-8,,LMH,SN,M,4,2,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia polygama
Actinidia polygama lecomtei,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia polygama lecomtei
Actinidia purpurea,Purple hardy kiwi,Climber,10.0,5-9,,LMH,SN,M,4,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia purpurea
Actinidia rubricaulis,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia rubricaulis
Actinidia rubus,,Climber,0.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia rubus
Actinidia rudis,,Climber,10.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia rudis
Actinidia sabiifolia,,Climber,5.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia sabiifolia
Actinidia strigosa,,Climber,0.0,0-0,,LMH,SN,M,3,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia strigosa
Actinidia tetramera,,Climber,13.5,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia tetramera
Actinidia trichogyna,,Climber,7.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia trichogyna
Actinidia valvata,,Climber,12.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia valvata
Actinidia venosa,,Climber,9.0,-,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia venosa
Actinidia x fairchildii,,Climber,10.0,-,,LMH,SN,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Actinidia x fairchildii
Adansonia digitata,"Baobab, Judas Fruit, Monkey Bread Tree",Tree,20.0,10-12,S,LMH,N,DM,3,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Adansonia digitata
Adenanthera pavonina,"Red Sandalwood, Coral Tree",Tree,18.0,10-12,F,LMH,N,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Adenanthera pavonina
Adenophora denticulata,,Perennial,0.5,6-9,,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora denticulata
Adenophora divaricata,,Perennial,1.0,-,,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora divaricata
Adenophora lamarkii,,Perennial,0.6,5-9,,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora lamarkii
Adenophora latifolia,,Perennial,0.5,-,,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora latifolia
Adenophora liliifolia,"Ladybells,  Lilyleaf",Perennial,0.5,3-8,M,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora liliifolia
Adenophora nikoensis,,Perennial,0.3,5-9,,LM,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora nikoensis
Adenophora remotiflora,,Perennial,1.0,5-9,,LM,N,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora remotiflora
Adenophora stricta,"Sha Shen, Ladybells",Perennial,1.0,7-9,,LM,N,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora stricta
Adenophora triphylla,Nan Sha Shen,Perennial,1.0,6-9,,LM,N,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora triphylla
Adenophora verticillata,,Perennial,1.0,6-9,,LM,SN,M,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Adenophora verticillata
Adenostoma fasciculatum,Greasewood,Shrub,3.0,7-10,,LMH,N,DM,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Adenostoma fasciculatum
Adenostoma sparsifolium,Redshank,Shrub,6.0,7-10,,LMH,N,DM,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Adenostoma sparsifolium
Adesmia lotoides,,Perennial,0.0,-,,L,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Adesmia lotoides
Adiantum capillus-veneris,"Maidenhair Fern, Common maidenhair, Southern Maidenhair Fern, Venus Maidenhair Fern, Venus's Hair Fe",Fern,0.3,8-11,S,LMH,S,M,2,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Adiantum capillus-veneris
Adiantum pedatum,"Northern Maidenhair,American Maidenhair  Fern",Fern,0.5,4-9,S,LMH,S,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Adiantum pedatum
Adiantum venustum,Evergreen Maidenhair  Fern,Fern,0.3,9-11,M,LMH,S,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Adiantum venustum
Adina rubella,,Shrub,1.8,-,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adina rubella
Adonis aestivalis,"Pheasant's Eye, Summer pheasant's eye",Annual,0.3,5-9,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adonis aestivalis
Adonis amurensis,,Perennial,0.3,3-7,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Adonis amurensis
Adonis vernalis,"Pheasant's Eye, Spring pheasant's eye",Perennial,0.3,3-7,,LMH,SN,DM,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Adonis vernalis
Aechmea magdalenae,"Pingwing. Ixtle, Pita plant",Perennial,2.5,10-12,S,LMH,FS,M,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Aechmea magdalenae
Aegilops speltoides,Goatgrass,Annual,0.6,0-0,,LMH,SN,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Aegilops speltoides
Aegilops triuncialis,"Barbed goatgrass, Barb goatgrass",Annual,0.3,8-10,,LMH,N,DM,1,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Aegilops triuncialis
Aegle marmelos,"Bael Tree, Golden Apple, Bengal Quince",Tree,10.0,10-12,S,LMH,N,M,3,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Aegle marmelos
Aegopodium alpestre,,Perennial,0.5,-,,LMH,FSN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Aegopodium alpestre
Aegopodium podagraria,"Ground Elder, Bishop's goutweed, Goutweed, Ground Elder, Bishop's Weed",Perennial,0.6,4-9,F,LMH,FSN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Aegopodium podagraria
Aesculus californica,"Californian Buckeye, California Horsechestnut",Tree,12.0,6-10,M,LMH,N,DM,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus californica
Aesculus chinensis,Chinese Horse Chestnut,Tree,25.0,5-9,S,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus chinensis
Aesculus flava,"Sweet Buckeye, Yellow buckeye",Tree,20.0,4-8,M,LMH,SN,M,4,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus flava
Aesculus glabra,"Ohio Buckeye, Fetid Buckeye",Tree,20.0,4-7,M,LMH,SN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus glabra
Aesculus hippocastanum,"Horse Chestnut, European Horsechestnut, Common  Horsechestnut",Tree,30.0,4-7,F,LMH,SN,DM,3,4,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus hippocastanum
Aesculus indica,Indian Horse Chestnut,Tree,30.0,6-9,,LMH,SN,M,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus indica
Aesculus parviflora,Bottlebrush buckeye,Shrub,4.0,4-9,S,LMH,FSN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus parviflora
Aesculus pavia,Red Buckeye,Shrub,5.0,5-9,F,LMH,FSN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus pavia
Aesculus spp,Horse chestnut,Tree,30.0,4-9,F,LMH,SN,DM,4,4,4,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus spp
Aesculus turbinata,Japanese Horse Chestnut,Tree,20.0,5-7,M,LMH,SN,M,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus turbinata
Aesculus x carnea,"Red Horse Chestnut, Ruby Red Horsechestnut",Tree,25.0,5-7,S,LMH,SN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Aesculus x carnea
Aethusa cynapium,Fool's Parsley,Annual,1.2,-,,LMH,FSN,DM,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Aethusa cynapium
Afraegle paniculata,Nigerian Powder-Flask Fruit. African afraegle,Tree,12.0,10-12,F,LM,N,DM,2,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Afraegle paniculata
Afzelia africana,African Mahogany,Tree,8.0,10-12,M,LMH,N,MWe,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Afzelia africana
Afzelia xylocarpa,"Makha Tree, Cambodia Beng Tree",Tree,20.0,10-12,M,LMH,N,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Afzelia xylocarpa
Agalinis tenuifolia,Slenderleaf False Foxglove,Perennial,0.6,7-10,,LM,SN,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agalinis tenuifolia
Agapanthus africanus,"African Lily, Lily of the nile",Bulb,1.0,9-10,M,LM,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agapanthus africanus
Agapanthus campanulatus,,Bulb,0.6,6-9,,LM,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agapanthus campanulatus
Agapanthus praecox minimus,,Bulb,0.9,8-11,,LM,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agapanthus praecox minimus
Agastache cana,"Hoary Balm Of Gilead, Mosquito plant",Perennial,0.8,0-0,,LM,N,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Agastache cana
Agastache foeniculum,"Anise Hyssop, Blue giant hyssop",Perennial,0.9,4-9,,LM,N,DM,5,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Agastache foeniculum
Agastache mexicana,Mexican Giant Hyssop,Perennial,0.8,6-10,,LM,N,DM,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Agastache mexicana
Agastache neomexicana,"New Mexico Giant Hyssop, Bill Williams Mountain giant hyssop",Perennial,1.2,7-10,,LM,N,DM,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Agastache neomexicana
Agastache rugosa,Korean Mint,Perennial,1.0,7-10,,LM,N,DM,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Agastache rugosa
Agastache urticifolia,"Giant Hyssop, Nettleleaf giant hyssop",Perennial,1.2,7-10,,LM,N,DM,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agastache urticifolia
Agathis dammara,Amboina Pine,Tree,50.0,10-11,M,LMH,FSN,M,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agathis dammara
Agathis macrophylla,Dakua,Tree,30.0,10-12,F,LMH,FSN,M,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agathis macrophylla
Agathis moorei,"Pacific Kauri, Moore Kauri",Tree,25.0,10-12,M,LMH,FSN,M,1,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agathis moorei
Agathis robusta,Queensland Kauri,Tree,45.0,8-11,,LMH,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Agathis robusta
Agave americana,"Agave, American century plant",Perennial,7.5,8-11,S,LM,N,DM,3,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Agave americana
Agave cantala agave,Agave,Perennial,2.0,9-12,F,LMH,N,DM,2,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agave cantala agave
Agave chrysantha,Golden-flowered Agave,Perennial,1.0,9-11,M,LMH,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave chrysantha
Agave deserti,Desert Agave,Perennial,0.4,9-11,M,LMH,N,DM,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Agave deserti
Agave fourcroydes,Henequen,Perennial,1.8,10-12,M,LMH,N,DM,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Agave fourcroydes
Agave lechuguilla,"Ixtle, Chihuahua",Perennial,0.6,10-12,M,LMH,N,DM,1,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Agave lechuguilla
Agave murpheyi,"Hohokam Agave, Murphey agave",Perennial,1.0,8-12,S,LMH,N,DM,2,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agave murpheyi
Agave palmeri,Palmer’s agave,Perennial,1.0,7-11,M,LMH,N,DM,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave palmeri
Agave parryi,"Century Plant, Parry's agave, Mescal",Perennial,0.5,9-11,S,LM,N,DM,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave parryi
Agave salmiana,"Pulque Agave, Giant Agave",Perennial,2.0,9-11,M,LMH,N,DM,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave salmiana
Agave sisalana,Sisal,Perennial,2.0,9-11,F,LMH,SN,DM,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Agave sisalana
Agave tequilana,"Blue Agave, Mescal, Tequila.",Perennial,2.0,10-12,M,LMH,N,D,4,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Agave tequilana
Agave utahensis,Century Plant,Perennial,2.0,6-10,M,LM,N,DM,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave utahensis
Agave utahensis discreta,Century Plant,Perennial,4.0,8-11,,LM,N,DM,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave utahensis discreta
Agave utahensis eborispina,Century Plant,Perennial,4.0,8-11,,LM,N,DM,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave utahensis eborispina
Agave vivipara,Mescal Casero,Perennial,1.0,10-12,M,LMH,N,DM,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Agave vivipara
Ageratina altissima,"White Snakeroot, Richweed",Perennial,2.0,5-9,,LMH,SN,M,0,2,0,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina altissima
Ageratina aromatica,,Perennial,1.5,4-8,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina aromatica
Ageratina herbacea,Fragrant Snakeroot,Perennial,2.0,5-9,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina herbacea
Ageratina ligustrina,,Shrub,5.0,9-11,,LMH,N,M,0,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina ligustrina
Ageratina occidentalis,Western Snakeroot,Perennial,0.7,5-9,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina occidentalis
Ageratina rugosum,,,0.0,-,,LMH,SN,M,0,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratina rugosum
Ageratum conyzoides,"Goatweed, Tropical whiteweed",Annual,1.0,8-11,,LMH,N,M,0,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Ageratum conyzoides
Ageratum houstonianum,"Ageratum, Bluemink, Floss Flower,  Garden",Annual,0.3,0-0,M,LMH,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ageratum houstonianum
Agoseris aurantiaca,"Mountain Dandelion, Orange agoseris",Perennial,0.6,0-0,,Lm,N,DM,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Agoseris aurantiaca
Agoseris glauca,"Mountain Dandelion, Pale agoseris, False agoseris",Perennial,0.6,0-0,,Lm,N,DM,1,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Agoseris glauca
Agrimonia eupatoria,"Agrimony, Churchsteeples",Perennial,0.6,0-0,,LMH,SN,DM,2,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Agrimonia eupatoria
Agrimonia parviflora,Harvestlice,Perennial,2.0,-,,LMH,SN,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Agrimonia parviflora
Agrimonia pilosa,Hairy Agrimony,Perennial,0.6,-,,LMH,SN,DM,2,3,,https://pfaf.org/user/Plant.aspx?LatinName=Agrimonia pilosa
Agrimonia striata,Roadside agrimony,,0.0,0-0,,LMH,SN,M,0,2,0,https://pfaf.org/user/Plant.aspx?LatinName=Agrimonia striata
Agriophyllum squarrosum,Sand Rice,Annual,0.4,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Agriophyllum squarrosum
Agropyron elongatum,Tall Wheatgrass,Perennial,1.8,5-9,,LMH,N,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Agropyron elongatum
Agrostemma githago,"Corncockle, Common corncockle",Annual,0.9,0-0,,LMH,SN,DM,1,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Agrostemma githago
Agrostis capillaris,Browntop Bent Grass,Perennial,0.4,3-10,F,LM,SN,WeM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Agrostis capillaris
Agrostis perennans,"Upland Bent, Upland bentgrass",Perennial,0.9,0-0,,LMH,SN,DM,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Agrostis perennans
Ailanthus altissima,Tree Of Heaven,Tree,25.0,5-8,F,LM,SN,DMWe,1,3,5,https://pfaf.org/user/Plant.aspx?LatinName=Ailanthus altissima
Aizoon canariense,,Annual,0.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Aizoon canariense
Ajuga australis,Australian Bugle,Perennial,0.2,5-9,,LMH,N,DM,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga australis
Ajuga bracteosa,"Bugle, Lungememen",Perennial,0.2,0-0,,LMH,SN,M,0,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga bracteosa
Ajuga chamaepitys,"Ground Pine, Yellow bugle",Annual,0.2,5-9,,LMH,SN,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga chamaepitys
Ajuga decumbens,,Perennial,0.1,-,,LMH,SN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga decumbens
Ajuga iva,Herb Ivy,Perennial,0.0,-,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga iva
Ajuga reptans,"Bugle, Common Bugelweed, Bugleweed, Carpet Bugleweed, Carpetweed, Carpet Bugle",Perennial,0.3,3-10,S,LMH,FSN,DMWe,2,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Ajuga reptans
Akebia quinata,"Akebia, Chocolate vine, Fiveleaf Akebia, Chocolate Vine",Climber,12.0,4-9,F,LMH,FSN,M,4,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Akebia quinata
Akebia trifoliata,"Akebia, Threeleaf  Akebia",Climber,9.0,5-8,F,LMH,FSN,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Akebia trifoliata
Akebia x pentaphylla,Five Leaved Akebia,Climber,9.0,4-8,,LMH,FSN,M,4,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Akebia x pentaphylla
Alangium chinense,,Tree,8.0,8-11,S,LMH,N,M,0,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Alangium chinense
Alangium platanifolium,Alangium,Shrub,3.0,6-10,,LMH,N,M,1,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Alangium platanifolium
Albizia julibrissin,"Mimosa, Silktree, Mimosa Tree,",Tree,12.0,6-9,F,LMH,N,DM,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Albizia julibrissin
Albizia lebbeck,"Siris Tree, Woman's Tongue, East Indian Walnut",Tree,15.0,10-11,F,LMH,N,M,1,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Albizia lebbeck
Albizia lucidior,Potka siris tree,Tree,15.0,10-12,F,LMH,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Albizia lucidior
Albizia procera,"White Siris, Tall Albizia, Forest Siris",Tree,25.0,10-12,F,LMH,N,M,1,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Albizia procera
Albuca amboensis,Slime Lily,Bulb,0.0,-,,LM,N,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Albuca amboensis
Albuca canadensis,"Slime Lily, Albuca",Bulb,0.4,9-11,M,LM,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Albuca canadensis
Albuca major,Slime Lily,Bulb,0.5,7-10,,LM,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Albuca major
Alcea rosea,Hollyhock,Perennial,2.4,5-9,F,LMH,N,DM,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Alcea rosea
Alchemilla alpina,"Alpine Lady's Mantle, Mountain Lady's Mantle",Perennial,0.2,3-7,M,LMH,SN,DM,2,3,,https://pfaf.org/user/Plant.aspx?LatinName=Alchemilla alpina
Alchemilla mollis,Lady's-mantle,Perennial,0.6,3-8,M,LMH,FSN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Alchemilla mollis
Alchemilla xanthochlora,Lady's Mantle,Perennial,0.3,0-0,,LMH,SN,DM,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Alchemilla xanthochlora
Alchornea castaneifolia,Iporuru,Tree,8.0,10-12,F,LMH,SN,MWe,0,4,2,https://pfaf.org/user/Plant.aspx?LatinName=Alchornea castaneifolia
Alchornea cordifolia,Christmas Bush,Shrub,8.0,10-12,M,LMH,N,DMWe,2,4,3,https://pfaf.org/user/Plant.aspx?LatinName=Alchornea cordifolia
Aletris farinosa,"Unicorn Root - Colic Root, White colicroot",Perennial,0.6,6-9,,LM,N,M,1,3,,https://pfaf.org/user/Plant.aspx?LatinName=Aletris farinosa
Aletris spicata,,Perennial,0.3,-,,LM,N,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Aletris spicata
Aleurites cordata,Japan Wood-Oil Tree,Tree,7.0,9-11,,LM,SN,M,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Aleurites cordata
